experiment_name,fold,seed,source_checkpoint,target_checkpoint,best_epoch,val_calibrated_threshold,macro_f1_at_0.5,macro_f1_at_valcal,positive_f1_at_0.5,positive_f1_at_valcal,roc_auc,pr_auc,precision_at_0.5,recall_at_0.5,accuracy_at_0.5,validation_and_threshold_seconds,test_inference_seconds,CWE-022_at_0.5_number_of_samples,CWE-022_at_0.5_positive_ratio,CWE-022_at_0.5_macro_f1,CWE-022_at_0.5_positive_f1,CWE-022_at_0.5_precision,CWE-022_at_0.5_recall,CWE-022_at_0.5_accuracy,CWE-078_at_0.5_number_of_samples,CWE-078_at_0.5_positive_ratio,CWE-078_at_0.5_macro_f1,CWE-078_at_0.5_positive_f1,CWE-078_at_0.5_precision,CWE-078_at_0.5_recall,CWE-078_at_0.5_accuracy,CWE-079_at_0.5_number_of_samples,CWE-079_at_0.5_positive_ratio,CWE-079_at_0.5_macro_f1,CWE-079_at_0.5_positive_f1,CWE-079_at_0.5_precision,CWE-079_at_0.5_recall,CWE-079_at_0.5_accuracy,CWE-089_at_0.5_number_of_samples,CWE-089_at_0.5_positive_ratio,CWE-089_at_0.5_macro_f1,CWE-089_at_0.5_positive_f1,CWE-089_at_0.5_precision,CWE-089_at_0.5_recall,CWE-089_at_0.5_accuracy,CWE-022_at_valcal_number_of_samples,CWE-022_at_valcal_positive_ratio,CWE-022_at_valcal_macro_f1,CWE-022_at_valcal_positive_f1,CWE-022_at_valcal_precision,CWE-022_at_valcal_recall,CWE-022_at_valcal_accuracy,CWE-078_at_valcal_number_of_samples,CWE-078_at_valcal_positive_ratio,CWE-078_at_valcal_macro_f1,CWE-078_at_valcal_positive_f1,CWE-078_at_valcal_precision,CWE-078_at_valcal_recall,CWE-078_at_valcal_accuracy,CWE-079_at_valcal_number_of_samples,CWE-079_at_valcal_positive_ratio,CWE-079_at_valcal_macro_f1,CWE-079_at_valcal_positive_f1,CWE-079_at_valcal_precision,CWE-079_at_valcal_recall,CWE-079_at_valcal_accuracy,CWE-089_at_valcal_number_of_samples,CWE-089_at_valcal_positive_ratio,CWE-089_at_valcal_macro_f1,CWE-089_at_valcal_positive_f1,CWE-089_at_valcal_precision,CWE-089_at_valcal_recall,CWE-089_at_valcal_accuracy
backbone_codet5/baseline,1,36,,model/backbone_codet5/baseline/seed_36/fold1/best.pt,11,0.4,0.8025974025974026,0.8090038563195979,0.8051948051948052,0.8152866242038217,0.9144496609285342,0.9320987887911019,0.8493150684931506,0.7654320987654321,0.8026315789473685,2.2404211449993454,1.101516933998937,19,0.47368421052631576,0.3081232492997199,0.23529411764705882,0.25,0.2222222222222222,0.3157894736842105,39,0.6153846153846154,0.7914438502673797,0.8181818181818182,0.9,0.75,0.7948717948717948,14,0.5,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,80,0.5125,0.9624941397093296,0.9620253164556962,1.0,0.926829268292683,0.9625,19,0.47368421052631576,0.3666666666666667,0.4,0.36363636363636365,0.4444444444444444,0.3684210526315789,39,0.6153846153846154,0.7914438502673797,0.8181818181818182,0.9,0.75,0.7948717948717948,14,0.5,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,80,0.5125,0.9624941397093296,0.9620253164556962,1.0,0.926829268292683,0.9625
backbone_codet5/baseline,2,36,,model/backbone_codet5/baseline/seed_36/fold2/best.pt,18,0.41,0.8157575757575758,0.8157575757575758,0.8181818181818182,0.8181818181818182,0.8854816354816355,0.9132030076658598,0.8289473684210527,0.8076923076923077,0.8157894736842105,2.277439604000392,1.0896244039995509,8,0.5,0.1111111111111111,0.0,0.0,0.0,0.125,42,0.5238095238095238,0.8332387975042541,0.8372093023255814,0.8571428571428571,0.8181818181818182,0.8333333333333334,19,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5555555555555556,0.5,0.5263157894736842,83,0.5060240963855421,0.9397240377632534,0.9411764705882353,0.9302325581395349,0.9523809523809523,0.9397590361445783,8,0.5,0.1111111111111111,0.0,0.0,0.0,0.125,42,0.5238095238095238,0.8332387975042541,0.8372093023255814,0.8571428571428571,0.8181818181818182,0.8333333333333334,19,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5555555555555556,0.5,0.5263157894736842,83,0.5060240963855421,0.9397240377632534,0.9411764705882353,0.9302325581395349,0.9523809523809523,0.9397590361445783
backbone_codet5/baseline,3,36,,model/backbone_codet5/baseline/seed_36/fold3/best.pt,11,0.25,0.8552631578947368,0.8552631578947368,0.8552631578947368,0.8552631578947368,0.9213541666666667,0.9094511467234127,0.8125,0.9027777777777778,0.8552631578947368,2.267080038000131,1.1106693609999638,15,0.6666666666666666,0.354066985645933,0.5263157894736842,0.5555555555555556,0.5,0.4,38,0.5263157894736842,0.8637992831541219,0.8888888888888888,0.8,1.0,0.868421052631579,20,0.45,0.6875,0.75,0.6,1.0,0.7,79,0.4177215189873418,0.9737367021276595,0.96875,1.0,0.9393939393939394,0.9746835443037974,15,0.6666666666666666,0.354066985645933,0.5263157894736842,0.5555555555555556,0.5,0.4,38,0.5263157894736842,0.8637992831541219,0.8888888888888888,0.8,1.0,0.868421052631579,20,0.45,0.6875,0.75,0.6,1.0,0.7,79,0.4177215189873418,0.9737367021276595,0.96875,1.0,0.9393939393939394,0.9746835443037974
backbone_codet5/baseline,4,36,,model/backbone_codet5/baseline/seed_36/fold4/best.pt,24,0.05,0.8551628551628552,0.8552380952380952,0.8513513513513513,0.8571428571428571,0.9460450497642745,0.937919678265025,0.7974683544303798,0.9130434782608695,0.8552631578947368,2.2623360510006023,1.1069879679998849,11,0.2727272727272727,0.5299145299145299,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.5454545454545454,41,0.3902439024390244,0.7524154589371981,0.7222222222222222,0.65,0.8125,0.7560975609756098,13,0.3076923076923077,0.606060606060606,0.5454545454545454,0.42857142857142855,0.75,0.6153846153846154,87,0.5287356321839081,0.9769353128313891,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9770114942528736,11,0.2727272727272727,0.5454545454545454,0.5454545454545454,0.375,1.0,0.5454545454545454,41,0.3902439024390244,0.7799642218246869,0.7692307692307693,0.6521739130434783,0.9375,0.7804878048780488,13,0.3076923076923077,0.5357142857142857,0.5,0.375,0.75,0.5384615384615384,87,0.5287356321839081,0.9769353128313891,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9770114942528736
backbone_codet5/baseline,5,36,,model/backbone_codet5/baseline/seed_36/fold5/best.pt,28,0.33,0.8289177489177489,0.8289177489177489,0.8266666666666667,0.8266666666666667,0.8921874999999999,0.9046746474396502,0.8857142857142857,0.775,0.8289473684210527,2.262286540999412,1.0931578380004794,13,0.5384615384615384,0.5357142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5384615384615384,44,0.45454545454545453,0.792778649921507,0.7692307692307693,0.7894736842105263,0.75,0.7954545454545454,16,0.6875,0.5,0.5,0.8,0.36363636363636365,0.5,79,0.5316455696202531,0.962000962000962,0.9629629629629629,1.0,0.9285714285714286,0.9620253164556962,13,0.5384615384615384,0.5357142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5384615384615384,44,0.45454545454545453,0.792778649921507,0.7692307692307693,0.7894736842105263,0.75,0.7954545454545454,16,0.6875,0.5,0.5,0.8,0.36363636363636365,0.5,79,0.5316455696202531,0.962000962000962,0.9629629629629629,1.0,0.9285714285714286,0.9620253164556962
