experiment_name,fold,seed,source_checkpoint,target_checkpoint,best_epoch,val_calibrated_threshold,macro_f1_at_0.5,macro_f1_at_valcal,positive_f1_at_0.5,positive_f1_at_valcal,roc_auc,pr_auc,precision_at_0.5,recall_at_0.5,accuracy_at_0.5,CWE-022_number_of_samples,CWE-022_positive_ratio,CWE-022_macro_f1,CWE-022_positive_f1,CWE-022_precision,CWE-022_recall,CWE-022_accuracy,CWE-078_number_of_samples,CWE-078_positive_ratio,CWE-078_macro_f1,CWE-078_positive_f1,CWE-078_precision,CWE-078_recall,CWE-078_accuracy,CWE-079_number_of_samples,CWE-079_positive_ratio,CWE-079_macro_f1,CWE-079_positive_f1,CWE-079_precision,CWE-079_recall,CWE-079_accuracy,CWE-089_number_of_samples,CWE-089_positive_ratio,CWE-089_macro_f1,CWE-089_positive_f1,CWE-089_precision,CWE-089_recall,CWE-089_accuracy
cwe_recadam_ccpp_to_py,1,42,model/cwe_recadam_ccpp_to_py/smoke/source/best.pt,model/cwe_recadam_ccpp_to_py/smoke/python/best.pt,1,0.47,0.30434782608695654,0.4980392156862745,0.0,0.5294117647058824,0.5215686274509804,0.5602864064603417,0.0,0.0,0.4375,6,0.5,0.4857142857142857,0.5714285714285714,0.5,0.6666666666666666,0.5,9,0.6666666666666666,0.5846153846153846,0.7692307692307693,0.7142857142857143,0.8333333333333334,0.6666666666666666,4,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,13,0.38461538461538464,0.2777777777777778,0.0,0.0,0.0,0.38461538461538464
